Year,State,State Abbr,District,Democratic Votes,Republican Votes,Total Votes,Democratic Percentage,Republican Percentage,Voting Eligible Male,Voting Eligible Female,Voting Eligible Population,Total Population,Voter Turnout,Median Age,White,White (non Hispanic or Latino),Hispanic or Latino,Black,American Indian,Asian,Pacific,Multiracial,Male,Female,Not a citizen,Male 18+ birthright,Male 18+ bloodright,Male 18+ naturalized,Male 18+ not citizen,Female 18+ birthright,Female 18+ bloodright,Female 18+ naturalized,Female 18+ not citizen,Less than HS,HS grad,Some college,Bachelor's degree,Graduate degree,Total income,No income,Median income,Total poverty,Income below poverty (White male),Income below poverty (White female),Income above poverty (White male),Income above poverty (White female),Income below poverty (Black male),Income below poverty (Black female),Income above poverty (Black male),Income above poverty (Black female),State FIPS
2018,Arkansas,AR,1,57907,138757,201245,28.77,68.95,274160,284511,558671,722915,36.02,39.6,563593,548863,24152,126575,2940,3670,465,17960,358226,364689,9304,265639,6482,2039,4443,276866,5782,1863,3919,77555,188569,146088,52705,28270,584044,83001,22375,692408,37430,48335,229379,228664,17853,24368,36835,38277,5
2018,Arkansas,AR,2,116135,132125,253453,45.82,52.13,282604,311137,593741,760604,42.69,37.0,543346,517910,39484,171470,2365,12214,416,19620,368838,391766,20466,262438,15257,4909,10348,290235,14697,6205,8492,52170,152348,152610,93065,57162,612301,78330,27443,743141,28329,35886,231609,234785,18303,23818,58800,66668,5
2018,Arkansas,AR,3,74952,148717,229568,32.65,64.78,303256,315712,618968,795817,37.09,35.3,666306,598309,113343,24606,9220,23537,6751,24892,393783,402034,51581,256615,35901,10740,25161,271973,32851,10888,21963,72256,155278,145918,90068,49849,629729,90826,26661,777611,41164,49195,279956,280847,3038,3643,8329,7553,5
2018,Arkansas,AR,4,63984,136740,204892,31.23,66.74,268112,288792,556904,711335,36.79,40.9,529629,508767,42073,138319,5512,4567,337,13380,347565,363770,15467,254313,10484,3315,7169,274235,10960,3597,7363,74048,185028,145818,52882,27620,578707,82089,22180,689843,36090,47353,217311,215377,18704,24250,42709,45761,5
2018,California,CA,1,131548,160046,291594,45.11,54.89,292768,294958,587726,706822,49.61,42.5,608107,543119,95614,10903,13696,19612,1178,33205,354858,351964,22226,261981,21040,9747,11293,262274,21147,11537,9610,49320,121519,204660,79222,41869,590788,83779,25509,684252,44472,50585,246915,250012,1213,1013,3240,2273,6
2018,California,CA,2,243081,72576,315657,77.01,22.99,301328,314567,615895,717732,51.25,44.2,573751,510067,125131,10394,15221,27801,1712,37218,355063,362669,52662,239577,43136,18615,24521,246086,45991,22490,23501,48676,93013,160444,128922,85801,599844,67820,33891,701529,26623,31404,250021,256412,1072,1080,3708,2682,6
2018,California,CA,3,134875,97376,232251,58.07,41.93,310479,319897,630376,736039,36.84,35.1,491570,349728,219183,44567,7114,83883,4349,45980,368033,368006,69808,213867,65399,31213,34186,216105,67677,36115,31562,75064,110756,167468,73816,46166,592146,96505,28870,713416,29069,35338,209071,208793,3093,3591,16883,16207,6
2018,California,CA,4,156253,184401,340654,45.87,54.13,305019,317011,622030,734899,54.76,44.4,625247,555700,99548,9797,6673,38328,1690,32545,365221,369678,27385,255563,30779,18677,12102,259064,35761,22186,13575,36418,111864,203939,116171,59676,609831,84420,35019,722647,25134,29717,280145,282874,703,414,3852,2991,6
2018,California,CA,5,205860,0,261018,78.87,0.0,312822,339921,652743,728000,39.99,40.1,460110,360879,204945,47098,6352,81206,3157,43075,355771,372229,72616,207233,70221,35368,34853,224816,73989,41116,32873,64212,104144,180292,107458,54602,602795,72524,33867,717343,18872,22061,201891,210855,4172,5278,17397,19207,6
2018,California,CA,6,201939,0,201939,100.0,0.0,313019,340725,653744,751475,30.89,33.8,387169,275886,211868,95245,5362,118152,10941,54627,366196,385279,84243,193257,78328,41434,36894,208409,84850,47466,37384,77227,115629,159644,91485,48994,593769,96005,28176,742539,31073,35019,155955,160756,11589,13193,32891,35743,6
2018,California,CA,7,155016,126601,281617,55.04,44.96,314378,344928,659306,747097,42.71,38.4,474173,395638,131519,54742,4930,118242,6236,54745,365160,381937,52237,214905,60825,38648,22177,225584,71571,47773,23798,48975,104104,186883,113369,57300,603353,90935,34708,737324,22238,25194,207182,215684,5168,5506,20317,20948,6
2018,California,CA,8,0,170785,170785,0.0,100.0,282158,288276,570434,721709,29.94,34.2,550496,321457,292229,58880,10135,23300,2388,32432,360281,361428,47636,213214,45533,23411,22122,214338,48487,25451,23036,77006,131239,166648,47054,28850,554801,113632,25219,703618,44488,54302,223024,217374,7322,10555,18454,19470,6
2018,California,CA,9,113414,87349,200763,56.49,43.51,308633,325491,634124,758327,31.66,34.8,414553,256304,291118,68896,5197,111486,4571,76037,375294,383033,85773,190739,79408,38486,40922,200389,81881,43221,38660,92174,126896,162605,65771,30727,588291,108193,28245,746589,24857,28574,177582,176826,7202,9229,25076,25746,6
2018,California,CA,10,115945,105955,221900,52.25,47.75,299916,312559,612475,744389,36.23,34.3,545280,314658,323973,24313,5494,51990,5289,39467,369693,374696,80806,195164,71333,33419,37914,202399,73371,36789,36582,94077,135898,156990,57245,25348,577225,105630,28004,735686,33582,42137,232625,231027,2000,1852,9552,9954,6
2018,California,CA,11,204369,71312,275681,74.13,25.87,326199,357858,684057,754654,40.3,39.9,448466,346496,203343,60544,3312,106916,3441,48877,367502,387152,97683,194179,88721,43299,45422,206855,97752,53251,44501,61278,87752,144757,143029,88816,615857,87495,38972,746869,14601,17745,203916,207956,4705,6278,22422,25813,6
2018,California,CA,12,275292,41780,317072,86.82,13.18,406820,403417,810237,756773,39.13,38.0,371215,325519,111487,39483,2482,243934,2677,41435,388005,368768,96059,218701,118470,69649,48821,193691,126307,83419,42888,67263,71257,111416,213120,144510,670600,57332,51768,746311,15184,14674,183280,153384,6040,6496,13629,12250,6
2018,California,CA,13,260580,0,294837,88.38,0.0,340259,374632,714891,754861,41.24,36.6,319994,260617,165302,127058,5910,158012,4700,53412,365864,388997,101926,199661,94435,46163,48272,216840,102112,55680,46432,77181,76593,122987,142767,115016,635021,84376,36166,736199,14779,16590,140659,139800,12534,17347,45311,49934,6
2018,California,CA,14,211384,55439,266823,79.22,20.78,370390,401669,772059,753548,34.56,39.6,336754,257192,178939,22305,2647,255314,10542,42930,372223,381325,112485,167612,127963,74815,53148,164047,144948,92674,52274,63117,85076,136792,156945,100176,629162,76576,42399,745521,9489,11445,158392,154021,1786,1522,9340,8907,6
2018,California,CA,15,177989,65940,243929,72.97,27.03,357014,378059,735073,773841,33.18,38.2,346999,252766,175031,45747,4149,260623,8107,45466,383873,389968,117137,168561,120519,67934,52585,171085,130943,76031,54912,53912,103162,139908,145455,92858,620955,92636,45205,766609,10172,13108,161505,159154,2203,3566,19705,18743,6
2018,California,CA,16,82266,60693,142959,57.55,42.45,282088,289914,572002,728535,24.99,30.2,421633,163044,442632,41723,7954,66920,1115,27968,363149,365386,112373,165171,86005,30912,55093,173068,83552,33294,50258,138861,106682,126767,37092,16465,542671,114416,20611,708152,46912,57915,156797,151890,6717,7685,11953,12282,6
2018,California,CA,17,159105,52057,211162,75.35,24.65,395463,396854,792317,771459,26.65,36.3,230346,179699,125702,19161,2876,417639,3340,35191,392414,379045,184423,133341,174984,87138,87846,118786,178987,99081,79906,46621,79967,108551,159379,151924,631248,103111,51353,762298,7650,8100,109682,100009,968,1466,8896,7228,6
2018,California,CA,18,225142,77096,302238,74.49,25.51,336835,352436,689271,740932,43.85,40.0,468944,397704,120051,15066,2581,174009,2034,37469,370743,370189,105234,184427,100765,51643,49122,183968,106882,61586,45296,32129,57099,104654,157725,168820,603254,81346,55235,727057,11273,15361,220541,213901,1035,935,6461,5848,6
2018,California,CA,19,162496,57823,220319,73.75,26.25,363415,369766,733181,759866,30.05,36.4,334370,192052,304844,21695,5352,215287,3848,41437,381227,378639,115786,162766,128429,72220,56209,159835,131141,78790,52351,94753,95259,135525,116412,65908,612086,93350,35347,750607,12385,13675,154302,149871,1254,1144,9429,9151,6
2018,California,CA,20,183677,0,225721,81.37,0.0,305042,307809,612851,735667,36.83,34.6,484876,271077,390044,14101,4980,38026,2376,32180,370721,364946,133326,186649,91817,26576,65241,185703,91213,30893,60320,113333,91611,131807,77953,51685,584795,96106,27473,706743,27956,34316,203025,201686,910,667,5137,4277,6
2018,California,CA,21,57239,56377,113616,50.38,49.62,290429,254706,545135,712857,20.84,29.7,510546,118905,532874,27500,8029,22457,1523,19931,375165,337692,152641,161847,102891,25691,77200,136285,92210,26211,65999,167045,109743,100616,24576,9771,528385,136904,19867,673237,62657,76636,182842,167330,3208,3479,7192,6250,6
2018,California,CA,22,105136,117243,222379,47.28,52.72,288556,309749,598305,755464,37.17,32.6,543070,291304,361408,23870,7425,61380,1365,31857,372369,383095,75889,198552,63220,26784,36436,214269,64595,30885,33710,85980,104831,157083,75457,40039,575065,103874,27339,746968,42346,51014,220855,223014,3380,3587,8499,7744,6
2018,California,CA,23,74661,131113,205774,36.28,63.72,293105,290362,583467,740768,35.27,33.9,548234,337876,290376,49514,8423,39892,1340,31588,376011,364757,55337,221301,49631,22173,27458,218097,48197,24068,24129,82319,128118,161519,62033,33376,571875,120754,27433,720767,41898,51053,225420,218008,6818,8291,15291,15717,6
2018,California,CA,24,166550,117881,284431,58.56,41.44,315368,315993,631361,734027,45.05,35.8,593685,399562,265507,13977,6528,34260,1119,30612,369409,364618,82608,229497,63061,22810,40251,227938,62537,25518,37019,69633,87417,150809,96436,63705,607983,81597,29156,698643,35808,40839,248843,248607,1095,1353,4991,3546,6
2018,California,CA,25,133209,111813,245022,54.37,45.63,300813,315775,616588,718950,39.74,36.1,457846,295332,283246,55671,5380,61787,1137,39879,357136,361814,57251,194596,65582,40635,24947,194319,74975,46481,28494,68445,104937,160414,84744,42489,563382,114399,33089,708060,22377,27611,201956,200194,7327,8683,19617,18302,6
2018,California,CA,26,158216,97210,255426,61.94,38.06,305429,322353,627782,725953,40.69,37.4,582693,315650,327462,13504,6165,49870,1572,31669,359471,366482,88674,192978,78147,34304,43843,200564,80709,41080,39629,81121,88298,152204,99268,60961,582749,87089,31794,714758,26327,30917,258308,259076,779,646,6042,5313,6
2018,California,CA,27,202636,0,202636,100.0,0.0,351412,397980,749392,717944,27.04,41.6,279012,186479,202388,32088,3029,277475,1729,27169,347467,370477,103617,153362,121267,76783,44484,158074,145396,94510,50886,74867,97404,128226,131735,88020,603310,103760,31467,706609,11351,13118,124352,124574,2156,2296,13178,13418,6
2018,California,CA,28,196662,54272,250934,78.37,21.63,373864,401822,775686,715011,32.35,39.7,480579,395294,179640,20111,3115,96355,980,30021,355987,359024,110273,172734,126323,74807,51516,157153,147998,96671,51327,65266,95221,140526,164952,84352,622637,80612,32232,709378,31459,37265,209050,199428,2072,1208,8560,7524,6
2018,California,CA,29,124697,29995,154692,80.61,19.39,340522,354341,694863,721304,22.26,34.2,405213,136384,494003,26845,4023,54972,972,18174,360996,360308,160642,128769,145147,66606,78541,124554,151204,78583,72621,142448,119612,117200,71238,22906,579974,113817,23703,715374,34114,40182,168301,159427,2849,2897,10469,10057,6
2018,California,CA,30,191573,69420,260993,73.4,26.6,371731,399983,771714,764572,33.82,39.3,498259,383568,217025,37767,3465,99122,1169,33466,376001,388571,95379,181990,117621,72120,45501,185396,129201,85386,43815,61779,93495,153198,155235,83102,639995,91097,35769,756220,23105,26713,221123,223014,2923,3168,15982,14538,6
2018,California,CA,31,110143,77352,187495,58.74,41.26,298921,325555,624476,744628,30.02,32.5,456107,195130,396316,77896,5109,57652,2354,37123,364932,379696,81462,190437,73341,35143,38198,203625,80050,41880,38170,91141,115514,147098,68770,40783,580936,122073,26630,723168,33278,40410,184553,186355,7099,9355,26805,30761,6
2018,California,CA,32,121759,55272,177031,68.78,31.22,336709,361524,698233,719643,25.35,36.4,333267,108893,446631,20303,6644,133599,2361,31975,353222,366421,111840,152128,118888,65693,53195,156573,129345,75606,53739,117223,125298,134402,72104,29901,585986,110710,25455,707705,16696,21568,143293,144832,1302,1380,8248,8271,6
2018,California,CA,33,219091,93769,312860,70.03,29.97,321917,357785,679702,713727,46.03,40.8,519452,458824,93189,22244,2115,103517,1328,40046,346601,367126,61754,209592,69075,43250,25825,215119,86502,56164,30338,21467,49633,110976,190179,144020,605163,79153,53866,694146,16289,20989,236983,235168,1463,2195,8671,8815,6
2018,California,CA,34,110195,0,151906,72.54,0.0,352525,359127,711652,729285,21.35,34.6,290163,80158,460139,34539,8193,143286,1725,21944,371393,357892,203019,136235,158379,57911,100468,115690,168244,75193,93051,165727,102180,101845,95122,37597,603361,110149,21448,712104,32993,36511,111787,101023,6420,5180,10075,8810,6
2018,California,CA,35,103420,45604,149024,69.4,30.6,318242,322766,641008,741990,23.25,32.0,339699,103261,524040,46782,7776,53443,1898,33607,374121,367869,122136,169038,103842,45362,58480,165749,107289,49728,57561,131820,121132,130566,53228,19160,581085,130675,24639,716904,21621,26342,142127,140465,3433,4467,16777,18056,6
2018,California,CA,36,122169,84839,207008,59.02,40.98,316655,326579,643234,743337,32.18,41.2,510765,303320,362833,33148,8512,26588,1066,25588,371756,371581,91095,209327,75325,32003,43322,210454,79520,36605,42915,99441,145873,162556,65966,41274,603420,103427,24836,731819,39586,45595,211106,206896,4647,4830,11611,10391,6
2018,California,CA,37,210555,25823,236378,89.08,10.92,327341,361635,688976,724002,34.31,35.5,312141,181966,280259,163217,6282,76517,949,28525,350748,373254,128519,172579,108356,46406,61950,188722,116807,56106,60701,98442,87395,123710,116092,78376,608443,101261,29949,710637,22484,25852,130883,126534,14691,20068,57531,69167,6
2018,California,CA,38,139188,62968,202156,68.85,31.15,325149,354419,679568,716869,29.75,36.8,322548,118170,445105,27345,4853,112537,2259,26212,352049,364820,88242,169138,98723,57288,41435,172371,111937,70111,41826,96007,126753,144993,77267,34279,581945,115675,28341,707753,15157,18017,141211,142737,1644,1980,10812,12017,6
2018,California,CA,39,126002,118391,244393,51.56,48.44,341208,371351,712559,727834,34.3,38.8,374814,216582,248253,17257,3791,226697,1804,29847,358545,369289,91317,168715,106630,65863,40767,171134,122027,78190,43837,54418,90777,146071,138245,68203,596587,101316,34672,721297,13824,16890,171012,169270,1273,1250,7375,7007,6
2018,California,CA,40,93938,0,121449,77.35,0.0,296350,310142,606492,711793,20.02,30.9,393496,32610,624415,33921,4887,17225,1514,13085,355085,356708,188650,111869,138078,46403,91675,115921,141308,52913,88395,191758,104402,88174,31107,11659,541742,126672,21095,707829,41514,51127,154242,144476,4399,5441,10939,12753,6
2018,California,CA,41,108227,58021,166248,65.1,34.9,312366,322620,634986,754152,26.18,30.9,371025,169180,454299,70520,5166,44153,1986,28973,374380,379772,100682,183613,88403,40350,48053,188469,90378,43773,46605,109004,127188,137027,49196,29523,586614,128912,25732,737748,24060,26636,157527,155879,5481,7333,27118,29242,6
2018,California,CA,42,100892,131040,231932,43.5,56.5,325943,340116,666059,795401,34.82,35.0,506468,336604,310912,45765,4972,73122,3167,45022,395736,399665,65887,215025,69663,41255,28408,215565,78827,45724,33103,67831,126657,182877,84881,44253,618361,121591,31674,787823,19381,26115,230444,227160,2223,2541,20257,19407,6
2018,California,CA,43,152272,43780,196052,77.67,22.33,308449,347169,655618,727621,29.9,35.4,262562,105433,342429,164629,4614,94162,3535,34583,350728,376893,122620,157580,104553,46316,58237,177354,113896,55919,57977,106100,107714,140661,88037,39289,580683,100949,26670,719534,18934,21105,110744,107773,13155,20521,57843,71682,6
2018,California,CA,44,143322,0,143322,100.0,0.0,299172,323853,623025,723072,23.0,31.9,321309,46738,511236,111573,6292,40788,5067,22832,354182,368890,141673,137168,114625,47379,67246,150305,120358,53190,67168,157647,113502,113759,41230,15398,556800,121319,22367,715885,27617,32820,131640,125283,11657,14374,38604,45463,6
2018,California,CA,45,158906,146383,305289,52.05,47.95,345752,384064,729816,772341,41.83,38.9,481917,392442,145552,14168,2431,189224,1269,37962,376910,395431,95909,192800,97069,55883,41186,199033,114771,70260,44511,33847,65012,140920,176428,113544,634324,106691,45003,762079,15896,19952,218816,221687,937,960,6419,5460,6
2018,California,CA,46,102278,45638,147916,69.15,30.85,326481,328789,655270,728906,22.57,32.2,417774,127735,482100,13422,4045,95533,2111,17968,365652,363254,173995,133435,138631,54415,84216,133052,138113,57624,80489,147190,108190,116603,65262,21678,574241,113929,25322,712460,32029,37727,172357,164671,1088,1060,5265,5341,6
2018,California,CA,47,143354,77682,221036,64.86,35.14,327716,350622,678338,714812,32.58,37.1,386919,226680,249504,52271,5602,162881,4044,31897,352939,361873,87961,175932,96672,55112,41560,179551,106207,64864,41343,88386,92902,150365,102463,53496,586532,102790,30905,707040,25827,28625,164859,162882,4501,5042,20944,21034,6
2018,California,CA,48,157837,136899,294736,53.55,46.45,337160,358622,695782,726516,42.36,41.8,483437,399564,156772,9278,3215,134261,2509,31973,359353,367163,63175,206924,79721,50515,29206,206256,91025,61341,29684,54822,79117,154543,150583,86916,609777,86293,39979,722677,17408,20108,221964,221746,346,533,4359,3819,6
2018,California,CA,49,166453,128577,295030,56.42,43.58,317658,321263,638921,737614,46.18,37.8,585555,446836,193359,18797,3097,52157,2668,33020,371911,365703,56353,227807,57483,32368,25115,215736,66483,39044,27439,46036,78091,147873,135226,85482,595021,81590,36844,716987,20509,26443,261490,262092,988,1463,8098,6399,6
2018,California,CA,50,125448,134362,259810,48.28,51.72,311579,324938,636517,747793,40.82,37.1,576653,410662,241788,20879,9095,41479,3321,41273,372910,374883,72142,216079,63907,31593,32314,215118,72338,37482,34856,64890,115425,175059,93948,48934,598110,92807,31290,739583,30629,33330,254866,251859,2362,1883,8932,6996,6
2018,California,CA,51,109527,44301,153828,71.2,28.8,324794,328006,652800,729654,23.56,32.4,472178,94273,514807,49913,5563,59855,2848,28555,369942,359712,132628,165924,107988,50882,57106,140769,126835,60402,66433,137014,115224,136155,48561,18094,573218,124847,21673,698021,41724,53772,183523,178392,4927,6578,17335,14645,6
2018,California,CA,52,188992,107015,296007,63.85,36.15,357683,358534,716217,765158,41.33,36.5,519928,442571,111436,23897,2799,151916,2904,42134,388242,376916,75244,232215,80292,45176,35116,214841,88848,54845,34003,25993,60626,136243,176966,136311,640206,85997,43251,743698,19585,21170,235439,227980,1971,1631,10103,7979,6
2018,California,CA,53,185667,83127,268794,69.07,30.93,345512,363658,709170,769137,37.9,35.1,497701,308248,259771,63546,3423,105497,4082,48021,381129,388008,73872,225314,76033,44165,31868,217769,91501,54388,37113,58861,93919,176455,128856,70554,635691,94543,35178,759183,27382,31523,218125,213363,4672,5974,27563,24481,6
2018,Colorado,CO,1,272886,85207,369715,73.81,23.05,345452,349044,694496,818722,53.24,35.0,642967,474315,225845,66959,7287,29114,1122,28040,409836,408886,72365,269951,55386,20115,35271,273962,53263,21819,31444,68675,101470,136911,171916,106953,676364,71451,37484,805684,33794,38254,285021,275924,7405,8294,25723,23799,8
2018,Colorado,CO,2,259608,144901,430765,60.27,33.64,334604,331956,666560,796438,64.63,37.6,721196,656656,84841,7609,4253,25805,750,23709,403020,393418,33715,294824,28194,11586,16608,290525,27662,13769,13893,19442,83068,140294,172355,121559,668432,64002,35636,774672,35050,36119,320450,311159,696,527,3528,2250,8
2018,Colorado,CO,3,146426,173205,336201,43.55,51.52,295778,298212,593990,739107,56.6,40.1,655512,522532,182003,7194,17651,5954,821,17797,371364,367743,27862,267481,21055,7242,13813,268238,21142,8832,12310,49641,136371,168340,105036,53054,605525,66781,27935,722637,39307,47688,281908,272902,1012,989,2676,1533,8
2018,Colorado,CO,4,145544,224038,369620,39.38,60.61,309896,307249,617145,799390,59.89,37.0,720475,575826,175834,11178,5755,16862,645,23621,403264,396126,39926,268238,30531,11127,19404,267443,28509,11297,17212,47259,125078,170944,121111,61612,629600,78008,34838,780114,26500,34651,324659,318949,947,1105,4214,2769,8
2018,Colorado,CO,5,126848,184002,322716,39.31,57.02,317229,309208,626437,786912,51.52,35.4,638504,560882,125729,45798,5450,20076,2732,43095,401900,385012,24248,286616,20670,9943,10727,267393,26774,15041,11733,33392,114624,183010,113724,73774,632716,79481,31236,754980,27422,32829,279121,274934,3043,3462,18933,16554,8
2018,Colorado,CO,6,187639,148685,346822,54.1,42.87,316086,332955,649041,805844,53.44,36.3,590096,490648,162143,75238,5738,49190,1749,34545,399215,406629,68547,239853,53779,22454,31325,249650,56529,26776,29753,42618,109115,156466,145966,80615,634819,73635,37593,797681,16101,20876,272443,274542,4903,6099,32591,30726,8
2018,Colorado,CO,7,204260,119734,338067,60.42,35.42,314434,321592,636026,784728,53.15,36.1,686834,497353,228399,13962,8349,25694,477,26521,392232,392496,52280,258633,40851,14950,25901,264145,40025,17422,22603,61691,133705,161586,114362,62855,633753,67033,34832,774049,28930,35712,307558,305464,1107,937,6020,5368,8
2018,Connecticut,CT,1,166155,96024,274140,60.61,35.03,293196,328954,622150,713076,44.06,40.8,497434,437268,119264,108137,2110,37156,165,24135,343761,369315,48574,217729,49229,26238,22991,242390,53715,32849,20866,52291,135008,126216,105070,79168,591534,65627,36633,699518,16230,21980,219726,230273,8594,9885,40865,46085,9
2018,Connecticut,CT,2,167659,102483,289114,57.99,35.45,294796,301339,596135,705024,48.5,42.0,605585,575436,58936,28917,2692,23438,117,26208,352850,352174,21862,261058,21843,11895,9948,260597,25257,15485,9772,36979,141707,137195,97776,74750,595820,58563,35794,665492,17325,22375,267645,271377,2199,2660,9394,8666,9
2018,Connecticut,CT,3,163211,95667,270239,60.4,35.4,291442,326867,618309,715728,43.71,39.4,522893,462266,111070,100033,1202,31371,235,22672,344543,371185,44610,230042,41181,20219,20962,258413,44303,24151,20152,43889,151506,121175,95072,84592,600692,68204,35127,690218,18538,24258,225998,235877,8027,11366,36881,40776,9
2018,Connecticut,CT,4,168726,103175,275651,61.21,37.43,303039,334984,638023,735915,43.2,40.1,537415,451774,143357,89604,1917,40392,294,21499,357978,377937,86585,195248,74375,33416,40959,213658,79613,41713,37900,49671,101083,99681,135643,111101,595101,79699,40156,722903,14832,19775,243502,249995,5729,8426,34416,38837,9
2018,Connecticut,CT,5,142901,115146,270664,52.8,42.54,293785,314656,608441,711761,44.48,42.2,571553,491952,129164,51571,1777,26460,362,18916,347999,363762,49187,225615,45849,22321,23528,242050,46714,25892,20822,52996,141215,122869,105363,76692,588233,70573,36225,696770,20910,27083,252980,261024,4574,5262,18198,20334,9
2018,Delaware,DE,1,227353,125384,353814,64.26,35.44,375041,410752,785793,949495,45.03,40.2,654905,595623,86315,209892,3455,36723,477,26009,459570,489925,45905,316310,40105,18626,21479,348074,41580,21098,20482,67482,208557,176708,120794,86438,780799,93076,32357,923678,25354,32602,285850,296239,16254,21713,76618,85959,10
2018,Florida,FL,1,106199,216189,322388,32.94,67.06,307558,311997,619555,759701,52.04,38.4,583243,556565,48854,101668,3962,19810,1296,34631,382345,377356,17876,282541,16219,8798,7421,274184,23448,14365,9083,47820,139555,188519,94410,50652,623312,77909,28052,726663,27252,30372,253428,252133,9740,11404,34378,37248,12
2018,Florida,FL,2,96233,199335,295568,32.56,67.44,302944,291356,594300,719213,49.73,41.8,585563,548690,46600,92588,3093,12373,822,18200,367972,351241,17658,277415,17482,8047,9435,263376,17472,10508,6964,65147,168334,155473,73035,46369,600775,101526,25840,672440,36147,43476,239081,239934,8747,10506,27786,28718,12
2018,Florida,FL,3,129880,176616,306496,42.38,57.62,296006,311411,607417,728979,50.46,37.3,552214,496338,69800,117229,1751,25080,365,24346,360333,368646,24228,258293,24781,12932,11849,268343,26795,16273,10522,54792,149893,148335,76610,54468,604840,105242,25488,693161,38136,45085,221390,224175,14145,17937,35883,39567,12
2018,Florida,FL,4,123351,248420,381249,32.35,65.16,321179,341200,662379,780575,57.56,39.6,636335,586419,63865,72063,1899,35627,265,23832,383745,396830,32736,265315,34953,20911,14042,275651,40285,25264,15021,36547,128980,167448,140182,77844,644046,76878,35082,764173,23989,29330,281784,288589,4094,5280,29685,30091,12
2018,Florida,FL,5,180527,89799,270326,66.78,33.22,279143,306878,586021,729038,46.13,33.8,330627,288898,59356,345260,2195,19753,681,19861,353656,375382,27967,243236,24466,11441,13025,268641,25266,12971,12295,68508,153113,150221,63119,30927,587666,101521,23808,697839,26174,30609,131390,128353,41123,55088,108265,125561,12
2018,Florida,FL,6,145758,187891,333649,43.69,56.31,311950,343020,654970,753500,50.94,47.5,625859,553795,93104,79139,2801,13490,210,14845,364773,388727,23265,269885,26631,15434,11197,290038,31643,21339,10304,54992,180627,190423,85819,47082,643062,91698,25903,741277,34271,42099,266105,275384,8451,10926,26638,29571,12
2018,Florida,FL,7,183113,134285,317398,57.69,42.31,319006,346682,665688,757809,47.68,36.5,583054,437913,189104,82514,1475,34637,409,24836,370575,387234,44333,248614,45017,25375,19642,261303,52942,32437,20505,35728,112031,167285,132512,68959,635393,105130,30544,733417,31032,37297,244382,249417,8134,8868,31049,32146,12
2018,Florida,FL,8,142415,218112,360527,39.5,60.5,308471,338314,646785,742230,55.74,48.1,619307,556089,78826,72452,2450,16408,550,21038,361509,380721,26177,264058,28157,16256,11901,279083,35837,23394,12443,48797,159809,183843,99038,61586,632043,80022,27061,733987,29416,37199,269768,276912,7894,8677,25336,28986,12
2018,Florida,FL,9,172172,124565,296737,58.02,41.98,341761,366666,708427,837026,41.89,37.5,622071,352539,340942,110828,2437,24447,416,30232,410325,426701,70083,247241,62616,31904,30712,258036,70351,38279,32072,78822,172876,179270,88524,44778,674313,115709,24612,826857,42133,50304,258636,263736,10305,13227,40876,43823,12
2018,Florida,FL,10,0,0,0,,,338753,369250,708003,808969,0.0,35.1,456094,297387,223641,227480,2040,41904,906,25875,394720,414249,97494,210187,85173,43393,41780,223813,95290,50147,45143,68916,140445,164932,113611,53323,646476,99591,26256,799323,26899,33013,197062,193826,21281,26814,82590,93270,12
2018,Florida,FL,11,128053,239395,367506,34.84,65.14,318006,350654,668660,754649,54.96,55.3,661728,595758,78833,54753,2675,9575,169,16455,364394,390255,17537,282205,22334,13467,8867,304367,27101,19186,7915,66865,213620,190639,77768,44303,656659,76884,24435,736403,36687,45831,273331,295025,5475,6161,17359,19904,12
2018,Florida,FL,12,132844,194564,334918,39.66,58.09,310531,347279,657810,757719,50.91,46.4,668709,589908,95598,37197,2493,19963,510,18981,365117,392602,30455,255651,34210,20670,13540,281659,40304,25316,14988,53049,172343,180656,101696,52690,639417,84723,27715,747265,34472,43556,281877,299983,2447,2628,15286,15672,12
2018,Florida,FL,13,182717,134254,316971,57.64,42.36,310741,341478,652219,723658,48.6,46.7,571708,516250,71521,90403,2088,25673,785,22466,349730,373928,37000,249362,39264,22115,17149,268596,45019,27863,17156,52832,158752,175552,105964,57481,622735,70360,28168,711453,31195,37114,242523,251587,10634,13839,30307,33491,12
2018,Florida,FL,14,0,0,0,,,320095,350872,670967,763832,0.0,36.5,529639,347820,230117,139995,2748,34732,381,28605,372271,391561,77913,218708,69061,32326,36735,239244,72428,39200,33228,59751,136446,137722,116367,69835,627547,87351,28312,749818,32488,39495,224489,223207,17254,23241,46150,50989,12
2018,Florida,FL,15,134132,151380,285532,46.98,53.02,309360,335850,645210,777638,44.25,38.1,578281,448816,174057,115866,2514,23298,606,24000,382047,395591,46715,246099,42668,20593,22075,263738,46249,25863,20386,64546,167767,164108,90191,43663,628539,97463,27712,765359,34357,40554,245026,250121,9687,12723,44196,46129,12
2018,Florida,FL,16,164463,197483,361946,45.44,54.56,330544,367835,698379,804662,51.83,47.0,676629,566784,140719,66711,1974,17169,563,17191,388233,416429,54221,260124,48070,22350,25720,287192,52660,27983,24677,59272,168257,175638,115315,76605,675943,80024,30065,794531,29653,38530,292825,307620,5646,8241,24202,27147,12
